"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","G (P)","A (P)","+/- (P)","PPP (P)","SOG (P)","BLK (P)","W (G)","GA (G)","SV (G)","SHO (G)","Image"
"453.p.6899","1022","Seney","Brett","CHI","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/7_mVmt19Y5Ur8bXdX7bysA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/6899.png"
"453.p.8951","1023","Hinds","Tyson","ANA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/t8eNnVgkO3qwk_H.n4GL8w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012023/8951.png"
"453.p.6907","1024","Hughes","Cameron","DAL","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/9tP2d4P7mUoEepgv2S5oWA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032023/6907.png"
"453.p.8957","1025","Kuzmin","Dmitry","WPG","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Hv3GJ9DgfhhxiIh5sL.sQQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/8957.png"
"453.p.8964","1026","Whynot","Cameron","CGY","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.6922","1027","Imama","Bokondji","PIT","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/cT.3_XpgW9Yv_IJvDuh9ZA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/6922.png"
"453.p.8980","1028","Del Mastro","Ethan","CHI","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/I6925qqxejeFLkGEwNMlGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/8980.png"
"453.p.4892","1029","Connauton","Kevin","UTA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/D1F0oeFqM4_9If.1mm2VRA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/4892.png"
"453.p.8991","1030","Chiasson","Jake","OTT","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/bLFed1I_4ts1pfzedWImUQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/8991.png"
"453.p.6957","1031","Mermis","Dakota","TOR","Injured","IR-LT - Jaw","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/yFLPDJZz7FB10ktlsu7CjA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10312024/6957.png"
"453.p.6966","1032","Philp","Luke","WSH","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/HGaiR2F6RTPNEHyeDo4IwQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10252022/6966.png"
"453.p.6974","1033","Pederson","Lane","EDM","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/oG7YXMlTqLe.IHbkPhbv7w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/6974.png"
"453.p.9045","1034","Montgomery","Bryce","CAR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vDcmbkCdYDKm_H0VPGRqfg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/9045.png"
"453.p.7013","1035","Laberge","Samuel","NJ","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8nSUEcgcjuumTYIUcETH.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11082018/7013.png"
"453.p.4982","1036","Tinordi","Jarred","CGY","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jsK_7amYHg3wj93t3HA9zA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/4982.png"
"453.p.4986","1037","Kuznetsov","Evgeny","WSH","NotAvailable","NA","C,LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mIhhdED_eSb85Yr7ZvWlDA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/03122024/4986.png"
"453.p.9113","1038","Sweezey","Billy","BOS","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wZ_x1_kpDL7q19IHxuNirg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9113.png"
"453.p.7071","1039","Hunt","Dryden","CGY","Available","","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/q.BKP.7DLBg_SGJgMs5iNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/7071.png"
"453.p.5024","1040","Jarnkrok","Calle","TOR","Injured","IR-LT - Groin","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Nbq28x7FOu_RAf5pbHJ3fQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/5024.png"
"453.p.9141","1041","Limoges","Alex","WSH","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/SL703Pb33XriuAq56Ew.iw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/9141.png"
"453.p.9152","1042","Bisson","Tobie","TB","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jK7dqSzktonIcqc4Y.yUoA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/9152.png"
"453.p.9153","1043","Dello","Tory","DET","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.7119","1044","Brown","Logan","TB","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/MfbRLQ1QKNEmE9BEOvVK5A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10272023/7119.png"
"453.p.7127","1045","Bellows","Kieffer","NSH","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/FrvyL304JIBsydkeoSRraA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/7127.png"
"453.p.7141","1046","Asplund","Rasmus","FLA","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jLEVYtkI0x5CYP13PeOhIg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/7141.png"
"453.p.5104","1047","Klingberg","John","TOR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/pHfMbsVzv5PpBOjyFdTmrQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/5104.png"
"453.p.7152","1048","Katchouk","Boris","ANA","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/QE8XAhyTpKrWovvS6OGfgA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/7152.png"
"453.p.9206","1049","Cicek","Nick","SJ","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/0sniEBwlRFEGVKBZTV5dwQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012023/9206.png"
"453.p.7159","1050","Clague","Kale","BUF","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6O29ywGMK8Da.H1HH2pQaw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/7159.png"
"453.p.7168","1051","Gambrell","Dylan","CBJ","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/LHLskziD.FFImtVLrlYSwQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7168.png"
"453.p.7172","1052","Lockwood","William","FLA","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/.zThiCzMWi.uKqOcldqFaw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/7172.png"
"453.p.7176","1053","Dineen","Cam","EDM","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/PMGTyarPIkZcnMrkdMAbcA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/7176.png"
"453.p.9224","1054","Frasca","Jordan","NSH","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/CC7lfL_tRP9cOuE4p1aN0Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262022/9224.png"
"453.p.5130","1055","Fast","Jesper","CAR","Injured","IR-LT - Neck","C,RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jJ7bQO94S0zrVS7Me35Uww--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/5130.png"
"453.p.9227","1056","Ward","Taylor","LA","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/IaTW_NZxTwckHeh9MX_qOg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/9227.png"
"453.p.9228","1057","Carlile","Declan","TB","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/_Kd7H180uobAFv6BPaYW_Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10272023/9228.png"
"453.p.9229","1058","Scanlin","Brandon","NYR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ji5Plo8wv9MOBbv38cYNhQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11092023/9229.png"
"453.p.9233","1059","Halonen","Brian","NJ","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/JyGBJD56q9RvKa8od9Pu9A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11142023/9233.png"
"453.p.7194","1060","Fitzgerald","Casey","NYR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/RslPz6AND.AUS8h.dUTpqg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/7194.png"
"453.p.7197","1061","Karlstrom","Fredrik","NYI","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/4MTSsuXwoS3DL.T0Yeg5WQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11162023/7197.png"
"453.p.9245","1062","Aamodt","Wyatt","COL","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/eq6GMZ8yYa7kiULoa09nDg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/9245.png"
"453.p.9247","1063","Bongiovanni","Wyatt","OTT","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/HGD1eQhKKzTz0jxQXyPhbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9247.png"
"453.p.7206","1064","Murray","Brett","BUF","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/JrdjPk7LqemKQjoyGVx5Ng--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/7206.png"
"453.p.9264","1065","Regenda","Pavol","ANA","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ttkrJuCuvX95pten3qXKfw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012023/9264.png"
"453.p.7217","1066","Carlsson","Lucas","SJ","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/aT1eCb4YSJeEj.YV6UC57w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/7217.png"
"453.p.7220","1067","Stillman","Riley","CAR","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/S767q9PO6P32uMI_O01SQQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/7220.png"
"453.p.31800","1068","Bichsel","Lian","DAL","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/F7yHpQBSKnLPassMJeh4zw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11162023/31800.png"
"453.p.9275","1069","Korchinski","Kevin","CHI","Available","","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ERmRGa9MbxXFdHT_94S86Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/9275.png"
"453.p.9277","1070","Savoie","Matt","EDM","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mHZjrKzSk0C_i34zA_4jLg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/9277.png"
"453.p.9280","1071","Mateychuk","Denton","CBJ","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/0VZZ9M0crBZ0jbsefjFYLg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9280.png"
"453.p.9284","1072","Ostlund","Noah","BUF","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.9285","1073","Kemell","Joakim","NSH","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/xWCWQFg3Pfc62kBMYS0wpw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/9285.png"
"453.p.7239","1074","Lajoie","Max","SEA","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jOocS1YeB1.Uw1X3onxqnw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/7239.png"
"453.p.9290","1075","Gaucher","Nathan","ANA","NotAvailable","NA","C","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/7hu1_0rRZtgoV.WYl3Migg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012023/9290.png"
"453.p.7252","1076","Jonsson-Fjallby","Axel","WPG","NotAvailable","NA","LW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/QXTshNmcpph5KUg0nhX_JQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/7252.png"
"453.p.9303","1077","Firkus","Jagger","SEA","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/RRVzBlpJzbkbDDTDky7gsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/05032023/9303.png"
"453.p.7266","1078","Clurman","Nate","PIT","NotAvailable","NA","D","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/MvOIBpiFV9wvRcg6LkjyAw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/7266.png"
"453.p.7271","1079","Phillips","Matthew","COL","NotAvailable","NA","RW","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/3rWej2.IihmM2CcCknjJ4Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/7271.png"
